,30_mean_rewards
568,9.629278350515467
569,9.85455555555556
570,9.479305555555555
571,9.735
572,9.822790697674414
573,9.359357798165133
574,9.807291666666666
575,9.716707317073165
576,9.8056
577,9.15462686567164
578,8.12984615384617
579,9.698925619834712
580,9.439000000000002
581,9.855374999999999
582,9.821702127659574
583,9.798067226890756
584,9.83857142857143
585,9.760721649484537
586,9.758555555555555
587,9.481415094339624
588,9.825444444444448
589,9.816938775510211
590,9.12786324786325
591,9.774691358024695
592,9.818737864077672
593,8.843865546218487
594,9.824222222222224
595,9.846804123711342
596,9.822934782608698
597,9.845625
598,9.741142857142856
599,9.107304347826087
600,9.858888888888886
601,9.087766990291252
602,9.644466019417479
603,9.821139240506326
604,9.833571428571423
605,9.79533980582524
606,9.795319148936166
607,9.83820224719101
608,9.857567567567575
609,9.854950495049506
610,9.836796874999997
611,9.832297297297298
612,9.859540229885054
613,9.839230769230769
614,9.845546218487396
615,9.85
616,9.846634615384618
617,9.80698795180723
618,8.976833333333339
619,9.83126315789474
620,9.74193548387097
621,9.866990291262137
622,9.757142857142853
623,8.583827160493835
624,9.792952380952382
625,7.994999999999998
626,9.761025641025649
627,9.18546391752577
628,8.697356321839086
629,9.815964912280707
630,9.818414634146345
631,9.825420560747661
632,9.824077669902914
633,9.652584269662924
634,9.796530612244899
635,9.288640776699037
636,9.788108108108107
637,9.158681318681301
638,9.211052631578944
639,9.835052631578947
640,9.832736842105264
641,9.809519230769233
642,9.30844262295082
643,9.800909090909093
644,9.777659574468085
645,9.7208
646,8.835789473684216
647,9.512393162393165
648,9.850000000000003
649,9.831739130434784
650,8.781473684210535
651,9.771647058823529
652,9.853365384615387
653,9.817027027027027
654,9.837065217391302
655,9.828020833333332
656,9.833396226415099
657,8.240752688172044
658,9.809140625000007
659,9.2253125
660,9.731704545454546
661,9.838383838383837
662,9.783218390804596
663,9.825203252032528
664,9.860413223140501
665,8.465633802816908
666,9.648750000000003
667,9.737812499999999
668,9.811379310344826
669,9.839999999999998
670,9.690737704918032
671,9.487341772151895
672,9.043928571428566
673,9.692631578947369
674,9.776818181818179
675,9.851792452830193
676,9.825858585858589
677,9.843389830508473
678,9.841951219512195
679,9.751333333333337
680,8.958260869565223
681,9.576860465116276
682,9.8375
683,9.786067415730338
684,9.831415094339626
685,9.852277227722773
686,9.856129032258064
687,9.361320754716973
688,9.763510638297875
689,9.826041666666669
690,9.85330188679245
691,9.413736263736261
692,9.825094339622645
693,9.851020408163267
694,9.835306122448978
695,9.809833333333334
696,9.847433628318583
697,9.767634408602149
698,9.828571428571431
699,9.796428571428574
700,8.848333333333326
701,9.634838709677423
702,9.78866071428571
703,9.751165048543688
704,9.814431818181818
705,9.1168
706,9.780666666666669
707,9.787294117647058
708,9.222113821138208
709,9.793962264150943
710,8.75247311827957
711,9.863333333333337
712,9.824318181818185
713,9.738191489361704
714,9.798677685950413
715,9.813389830508477
716,8.731643835616437
717,9.823423423423424
718,9.84625
719,9.794615384615385
720,9.860000000000003
721,9.840967741935485
722,9.330973451327438
723,9.852696629213481
724,9.714285714285714
725,9.735760869565217
726,9.850090909090909
727,9.84693069306931
728,9.295942028985507
729,9.185576923076924
730,9.659494949494947
731,9.83300884955752
732,9.861125000000001
733,9.838245614035094
734,9.856063829787239
735,9.84515789473684
736,8.762812500000003
737,9.814499999999999
738,9.838265306122445
739,9.781818181818187
740,9.821196581196581
741,9.82030303030303
742,9.240857142857138
743,9.83407766990291
744,9.842444444444443
745,9.829479166666667
746,9.846486486486492
747,9.852873563218393
748,9.842265625000005
749,9.86046153846154
750,9.572477876106193
751,9.833162393162397
752,9.84390804597701
753,9.84504347826087
754,9.770273972602741
755,9.836346153846154
756,9.817155172413791
757,9.812840909090907
758,9.852385321100916
759,9.845978260869567
760,9.83396694214877
761,9.837282608695656
762,9.84727272727273
763,9.77146551724138
764,9.857272727272727
765,9.790810810810811
766,9.835754716981128
767,9.844193548387095
768,9.863960396039605
769,9.841134020618561
770,9.418256880733944
771,9.842588235294118
772,9.834999999999997
773,9.817580645161284
774,9.777710843373494
775,9.849404761904758
776,9.843893805309735
777,9.790485436893203
778,9.858735632183903
779,9.841770833333339
780,9.827857142857146
781,9.860000000000001
782,9.524690265486724
783,9.821818181818182
784,9.84715909090909
785,9.850512820512824
786,9.292247191011235
787,9.83747572815534
788,9.794905660377358
789,9.829199999999998
790,9.316822429906539
791,8.903131313131311
792,9.823218390804595
793,9.819326923076927
794,9.812018348623852
795,9.711386138613861
796,9.680235294117649
797,9.782376237623762
798,9.833181818181826
799,9.807951807228921
800,9.823185840707964
801,9.05383838383838
802,9.704787234042556
803,9.848800000000004
804,9.835294117647058
805,9.795555555555556
806,9.162210526315782
807,9.85421568627451
808,9.763474576271184
809,9.83929411764706
810,9.817130434782612
811,9.8109009009009
812,9.78534090909091
813,9.825955056179778
814,9.620219780219779
815,9.235849056603774
816,9.800652173913038
817,9.425
818,9.760212765957448
819,9.395043478260867
820,7.508809523809512
821,9.526296296296293
822,9.795321100917432
823,9.317837837837834
824,9.846516853932588
825,9.666396396396397
826,9.856944444444448
827,9.837821782178217
828,9.20626168224299
829,9.802156862745099
830,9.798623853211012
831,9.766952380952379
832,9.845500000000003
833,9.652833333333337
834,9.842043010752688
835,9.802604166666665
836,9.610537634408603
837,9.461452991452994
838,9.335959595959597
839,9.756547619047616
840,9.850190476190473
841,8.53919999999999
842,9.823033707865166
843,9.81563636363636
844,9.773301886792451
845,9.767395833333333
846,9.565333333333337
847,7.552571428571434
848,7.8436697247706455
849,8.731250000000012
850,9.831318681318681
851,9.71801886792453
852,9.671238095238094
853,9.756699029126215
854,9.572688172043014
855,9.807888888888892
856,9.239453124999999
857,9.815357142857142
858,9.824827586206897
859,9.853232323232328
860,9.084264705882362
861,9.842658227848101
862,9.782450980392154
863,9.718571428571433
864,9.81193181818182
865,8.913728813559334
866,9.782613636363635
867,8.761717171717184
868,9.838539325842696
869,9.852500000000001
870,8.739468085106385
871,9.844782608695654
872,9.850430107526883
873,9.836495726495727
874,9.83825
875,9.440366972477063
876,9.862758620689654
877,9.830894308943089
878,9.842352941176475
879,9.84826086956522
880,9.13576086956522
881,9.835567010309276
882,8.229166666666664
883,9.78
884,9.807090909090912
885,8.8822429906542
886,9.7945652173913
887,9.846585365853665
888,9.77882978723404
889,9.826043956043955
890,9.854408602150539
891,9.112061855670103
892,9.825000000000003
893,9.792673267326728
894,8.801827956989255
895,8.872450980392166
896,9.278454545454546
897,9.817159090909092
898,9.836969696969692
899,9.714666666666666
900,9.803695652173918
901,7.6064356435643825
902,8.728585858585875
903,9.781855670103099
904,9.792672413793106
905,8.838602150537634
906,9.725350877192984
907,8.690617283950624
908,8.402647058823522
909,8.499423076923081
910,9.766526315789477
911,8.22553571428571
912,9.822616822429906
913,8.802359550561798
914,9.7865
915,9.774871794871796
916,9.831720430107532
917,9.824769230769235
918,9.777530864197532
919,9.781538461538466
920,9.827808219178085
921,9.786554621848738
922,9.804777777777774
923,9.840810810810812
924,9.844803921568632
925,9.779896907216495
926,9.848645833333334
927,9.859892473118276
928,9.85231404958678
929,9.836022727272727
930,9.878444444444444
931,8.96931034482758
932,9.86452631578947
933,9.829578947368416
934,9.580361445783133
935,9.769549549549549
936,9.328899082568805
937,9.851195652173914
938,9.855000000000004
939,9.800338983050846
940,9.242891566265062
941,9.011869158878504
942,9.371467889908251
943,9.395222222222225
944,9.781875000000005
945,9.761234567901237
946,8.267052631578943
947,9.515468750000002
948,9.86310810810811
949,9.570000000000002
950,9.01027777777778
951,6.709368421052592
952,9.543979591836734
953,9.837157894736846
954,7.445565217391287
955,9.675438596491231
956,8.84571428571429
957,9.83481818181818
958,9.165208333333341
959,9.775164835164839
960,9.816666666666668
961,9.371698113207557
962,8.826370967741932
963,9.309529411764707
964,9.838924731182798
965,9.824423076923075
966,9.825555555555558
967,9.393365384615386
968,9.78072164948454
969,9.140299999999998
970,9.319574468085104
971,9.762211538461539
972,8.75326315789473
973,9.828152173913049
974,9.782735849056609
975,9.87212389380531
976,9.817628865979383
977,9.85352272727273
978,9.821965811965818
979,9.787590361445785
980,7.615099999999995
981,9.807019230769228
982,9.075312500000008
983,8.856100000000009
984,9.820550458715593
985,8.814285714285722
986,8.309082568807344
987,9.853866666666669
988,9.835090909090912
989,9.143106796116495
990,8.649767441860476
991,9.847391304347829
992,9.557816091954022
993,8.426203703703694
994,8.091886792452822
995,9.8261797752809
996,9.837723577235773
997,9.791643835616442
998,8.844871794871798
999,9.839578947368421
